"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB"
"206","FDN27",20.85,"Low Fat",0.039562497,"Meat",118.1808,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"207","FDM20",10,"Low Fat",0.038745948,"Fruits and Vegetables",245.0144,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"208","FDO16",5.48,"Low Fat",0.015193653,"Frozen Foods",82.825,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"209","FDL03",19.25,"Regular",0.027075481,"Meat",195.611,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"210","FDE58",18.5,"Low Fat",0.052068722,"Snack Foods",117.0124,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"211","FDI02",15.5290365894022,"Regular",0.114010306,"Canned",112.2202,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"212","NCC55",19.6493888491787,"LF",0.111641021,"Household",38.8848,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"213","FDR03",15.7,"Regular",0.008771522,"Meat",205.798,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"214","FDB14",20.25,"Regular",0.103304968,"Canned",92.612,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"215","FDR45",10.8,"LF",0.028919203,"Snack Foods",240.9222,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"216","NCN07",18.5,"Low Fat",0.034136703,"Others",130.0284,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"217","FDM51",7.79491540145212,"Regular",0.045393469,"Meat",102.2674,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"218","FDT52",13.0530088469871,"Regular",0.047199898,"Frozen Foods",244.9144,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"219","FDL26",18,"Low Fat",0.07319282,"Canned",154.2972,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"220","NCZ42",10.5,"Low Fat",0.011287929,"Household",238.9248,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"221","DRI47",8.93514940852991,"Low Fat",0.036628533,"Hard Drinks",145.6128,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"222","FDW40",14,"Regular",0.105057952,"Frozen Foods",141.1812,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"223","FDN34",15.6,"Regular",0,"Snack Foods",169.2132,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"224","FDS01",11.6,"Low Fat",0.017741644,"Canned",178.3686,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"225","NCG55",16.25,"Low Fat",0.039225553,"Household",116.2176,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"226","FDC11",20.5,"Low Fat",0.141766029,"Starchy Foods",87.4172,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"227","FDX35",5.035,"Regular",0.080236064,"Breads",226.4036,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"228","NCB06",17.6,"Low Fat",0.082332074,"Health and Hygiene",160.392,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"229","FDR09",17.9263428689867,"Low Fat",0.136085739,"Snack Foods",259.8962,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"230","FDC53",8.68,"Low Fat",0.008885672,"Frozen Foods",96.9384,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"231","FDY45",17.5,"Low Fat",0,"Snack Foods",255.2356,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"232","FDA22",7.435,"Low Fat",0.141355941,"Starchy Foods",168.5158,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"233","FDE02",8.71,"Low Fat",0.121227447,"Canned",95.2778,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"234","FDW21",5.34,"Regular",0.005975976,"Snack Foods",100.8358,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"235","FDV34",10.695,"Regular",0.011425458,"Snack Foods",73.6038,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"236","FDS59",14.8,"Regular",0.043961689,"Breads",109.157,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"237","NCW17",18,"Low Fat",0.01949589,"Health and Hygiene",127.8994,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"238","NCK54",12.15,"Low Fat",0.029523375,"Household",117.215,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"239","FDG17",18.0097587306314,"Regular",0.062751586,"Frozen Foods",244.2486,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"240","FDG35",21.2,"Regular",0,"Starchy Foods",173.0738,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"241","FDD08",8.3,"Low Fat",0.059175953,"Fruits and Vegetables",37.8506,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"242","NCO07",9.06,"Low Fat",0.009831566,"Others",211.156,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"243","FDJ10",5.095,"reg",0.216762584,"Snack Foods",142.2838,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"244","FDW36",11.15,"Low Fat",0.057254675,"Baking Goods",104.0622,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"245","FDW21",5.34,"Regular",0,"Snack Foods",101.0358,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"246","FDY19",19.75,"Low Fat",0.041598912,"Fruits and Vegetables",118.0466,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"247","DRE03",19.6,"Low Fat",0.024206741,"Dairy",47.0718,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"248","NCC55",10.695,"Low Fat",0.063862271,"Household",38.1848,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"249","FDH52",9.42,"Regular",0.073484791,"Frozen Foods",63.6194,"OUT010",1998,"High","Tier 3","Grocery Store",21
"250","FDO09",13.5,"Regular",0.125983278,"Snack Foods",264.691,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"251","FDU43",19.35,"Regular",0.058161092,"Fruits and Vegetables",239.4564,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"252","FDX09",9,"Low Fat",0.1092139,"Snack Foods",175.037,"OUT010",1998,"High","Tier 3","Grocery Store",21
"253","FDH40",16.3802111027712,"Regular",0.138195491,"Frozen Foods",83.1276,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"254","FDW58",20.75,"Low Fat",0.007595816,"Snack Foods",104.4622,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"255","FDC47",15,"Low Fat",0.11956313,"Snack Foods",227.2694,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"256","NCR41",17.85,"LF",0.018020588,"Health and Hygiene",94.4094,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"257","DRG49",7.81,"Low Fat",0.067442541,"Soft Drinks",244.7486,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"258","FDC52",12.4618261253661,"Regular",0.008239804,"Dairy",152.2708,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"259","FDY13",12.1,"Low Fat",0.030127406,"Canned",74.567,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"260","FDY35",17.6,"Regular",0.016014343,"Breads",44.0402,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"261","FDI35",14,"Low Fat",0.041524729,"Starchy Foods",181.7634,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"262","NCU18",15.1,"Low Fat",0.055926872,"Household",141.4496,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"263","FDY33",14.5,"Regular",0.097597084,"Snack Foods",158.5262,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"264","FDC15",18.4190106485672,"Low Fat",0.177107232,"Dairy",157.5288,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"265","FDU01",20.25,"Regular",0,"Canned",186.4924,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"266","NCU42",9,"Low Fat",0.019506654,"Household",169.5474,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"267","NCV29",11.8,"Low Fat",0.022936556,"Health and Hygiene",177.6686,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"268","NCY30",20.25,"Low Fat",0.02610006,"Household",182.8976,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"269","FDQ46",7.51,"Low Fat",0.103974431,"Snack Foods",112.1544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"270","FDG58",15.9947047391,"Regular",0.086360962,"Snack Foods",153.7972,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"271","FDK33",17.85,"Low Fat",0.011298801,"Snack Foods",213.256,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"272","NCD07",9.1,"Low Fat",0.055541153,"Household",115.6518,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"273","NCX29",12.2169297650198,"Low Fat",0.088720803,"Health and Hygiene",144.4102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"274","NCT42",5.88,"Low Fat",0.024866609,"Household",148.3392,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"275","DRN59",15,"Low Fat",0.064129493,"Hard Drinks",45.906,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"276","FDI44",16.1,"Low Fat",0.100213917,"Fruits and Vegetables",79.0328,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"277","FDA45",21.25,"Low Fat",0.155621254,"Snack Foods",178.237,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"278","FDP31",21.1,"Regular",0.161832494,"Fruits and Vegetables",65.7168,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"279","FDY01",11.8,"Regular",0.170283492,"Canned",115.1834,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"280","FDT09",15.15,"Regular",0.012313256,"Snack Foods",132.8284,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"281","DRH03",13.6156500403785,"Low Fat",0,"Dairy",94.812,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"282","FDA36",5.985,"Low Fat",0.005689466,"Baking Goods",186.6924,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"283","NCF31",9.13,"Low Fat",0.052140695,"Household",153.4024,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"284","FDG14",9,"Regular",0.050579228,"Canned",151.3024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"285","FDG28",11.7665816358546,"Regular",0.04904165,"Frozen Foods",245.5144,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"286","FDU14",17.75,"Low Fat",0.034806679,"Dairy",250.175,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"287","FDY47",17.369592323567,"Regular",0.095395258,"Breads",131.131,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"288","FDI56",7.325,"Low Fat",0.093530571,"Fruits and Vegetables",90.4146,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"289","DRD01",12.1,"Regular",0.061124626,"Soft Drinks",56.4614,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"290","FDM22",14,"Regular",0,"Snack Foods",54.864,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"291","FDH33",12.85,"Low Fat",0.121624114,"Snack Foods",42.2428,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"292","DRZ24",7.535,"Low Fat",0.081719458,"Soft Drinks",118.444,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"293","NCQ38",16.35,"Low Fat",0.01336643,"Others",105.228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"294","FDO16",16.0562527426175,"Low Fat",0.015035032,"Frozen Foods",84.025,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"295","FDU07",13.6250717386528,"Low Fat",0.059557164,"Fruits and Vegetables",149.2366,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"296","NCB07",19.2,"Low Fat",0.077443049,"Household",194.511,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"297","FDU48",18.85,"Low Fat",0.055470721,"Baking Goods",132.1284,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"298","NCM43",14.5,"Low Fat",0.019514867,"Others",165.121,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"299","FDR31",6.46,"Regular",0.08228859,"Fruits and Vegetables",144.4102,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"300","DRK49",14.15,"Low Fat",0.036090136,"Soft Drinks",41.1138,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"301","NCI30",20.25,"Low Fat",0.098645981,"Household",244.746,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"302","DRD60",15.7,"Low Fat",0.03744271,"Soft Drinks",181.1634,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"303","NCG19",20.25,"Low Fat",0.147933567,"Household",235.3616,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"304","FDH12",9.6,"LF",0.084937598,"Baking Goods",105.028,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"305","FDM32",20.5,"Low Fat",0.020601136,"Fruits and Vegetables",91.683,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"306","FDM27",12.35,"Regular",0.158439388,"Meat",156.0946,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"307","NCU53",10.0474083280464,"Low Fat",0,"Health and Hygiene",165.7842,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"308","NCQ18",15.75,"Low Fat",0.135072801,"Household",99.17,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"309","FDS10",19.2,"Low Fat",0.035156307,"Snack Foods",179.1318,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"310","FDB33",12.5299516978485,"Low Fat",0.014509564,"Fruits and Vegetables",157.4262,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"311","FDI12",9.395,"Regular",0.100315391,"Baking Goods",85.8856,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"312","NCW42",18.2,"Low Fat",0.058420325,"Household",221.4456,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"313","NCC06",19,"Low Fat",0.027096298,"Household",128.6336,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"314","FDW02",4.805,"Regular",0.037912667,"Dairy",125.8704,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"315","NCD43",8.85,"Low Fat",0.016110572,"Household",104.2964,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"316","FDM57",11.65,"Regular",0.076158144,"Snack Foods",82.9908,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"317","FDA58",9.395,"Low Fat",0.104338095,"Snack Foods",236.8932,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"318","FDK56",9.695,"Low Fat",0.129998012,"Fruits and Vegetables",185.1898,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"319","FDP52",18.7,"Regular",0,"Frozen Foods",231.201,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"320","FDW20",20.75,"LF",0.024247803,"Fruits and Vegetables",123.973,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"321","FDS52",8.89,"Low Fat",0.005483027,"Frozen Foods",100.4016,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"322","NCT29",12.6,"Low Fat",0.064371885,"Health and Hygiene",119.8414,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"323","NCL54",12.6,"Low Fat",0.082684949,"Household",176.6054,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"324","FDC05",13.1,"Regular",0.098984923,"Frozen Foods",198.2768,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"325","FDF34",9.3,"Regular",0.014016743,"Snack Foods",196.8084,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"326","FDP03",16.0019171435715,"Regular",0.060880827,"Meat",124.4388,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"327","FDD32",17.7,"Regular",0.068511767,"Fruits and Vegetables",83.2276,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"328","FDZ10",17.85,"Low Fat",0,"Snack Foods",127.502,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"329","FDZ40",8.935,"Low Fat",0.04017515,"Frozen Foods",54.1298,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"330","FDD51",11.15,"Low Fat",0.120441348,"Dairy",43.7744,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"331","NCY30",11.2819445254511,"Low Fat",0.045440803,"Household",179.5976,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"332","FDP58",11.1,"LF",0.135906738,"Snack Foods",217.9482,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"333","FDV49",10,"Low Fat",0.025973288,"Canned",264.3226,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"334","FDY24",10.754039442586,"Regular",0.23372937,"Baking Goods",52.4298,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"335","NCO55",12.8,"Low Fat",0.091552173,"Others",107.1938,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"336","FDR13",9.895,"Regular",0.028883289,"Canned",116.6492,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"337","FDS51",13.35,"Low Fat",0.03236252,"Meat",62.0194,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"338","FDP26",7.785,"Low Fat",0.139835844,"Dairy",104.7306,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"339","NCB54",14.5291432164,"Low Fat",0.049810328,"Health and Hygiene",129.2336,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"340","FDF32",16.35,"Low Fat",0.068466049,"Fruits and Vegetables",197.1426,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"341","FDN31",11.5,"Low Fat",0.073178424,"Fruits and Vegetables",189.153,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"342","DRM48",15.2,"Low Fat",0.113535259,"Soft Drinks",36.0848,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"343","FDN20",19.35,"Low Fat",0.026222599,"Fruits and Vegetables",169.0474,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"344","DRL01",19.5,"Regular",0,"Soft Drinks",233.1958,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"345","FDV56",16.1,"Regular",0.01361686,"Fruits and Vegetables",107.2596,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"346","DRH13",13.5456752711244,"Low Fat",0.023770288,"Soft Drinks",107.728,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"347","FDA03",18.5,"Regular",0.045720935,"Dairy",145.6102,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"348","FDF47",12.17728547572,"Low Fat",0.097145513,"Starchy Foods",223.8746,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"349","FDX32",15.1,"Regular",0.099858247,"Fruits and Vegetables",146.4786,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"350","FDX57",17.25,"Regular",0.047339698,"Snack Foods",96.5068,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"351","NCA30",19,"LF",0.129596025,"Household",190.5872,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"352","FDO49",10.6,"Regular",0.033024663,"Breakfast",49.3008,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"353","FDL04",11.9568277131613,"Low Fat",0.195963464,"Frozen Foods",105.1622,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"354","DRM48",15.2,"Low Fat",0.112875322,"Soft Drinks",37.2848,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"355","FDR16",5.845,"Regular",0.104930609,"Frozen Foods",212.3218,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"356","NCC19",6.57,"Low Fat",0.097275225,"Household",192.682,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"357","NCE42",21.1,"Low Fat",0.010623794,"Household",235.4958,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"358","FDY24",4.88,"Regular",0.134248297,"Baking Goods",54.9298,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"359","FDH19",19.35,"Low Fat",0.033139916,"Meat",175.4738,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"360","FDJ46",11.1,"Low Fat",0.044786137,"Snack Foods",173.4054,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"361","FDN45",19.35,"Low Fat",0.197679823,"Snack Foods",224.6088,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"362","FDY08",9.395,"Regular",0.171042873,"Fruits and Vegetables",139.9838,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"363","FDZ37",8.1,"Regular",0.019764765,"Canned",86.6198,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"364","NCT30",9.1,"LF",0.080455726,"Household",47.3718,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"365","DRY23",9.395,"Regular",0.109540783,"Soft Drinks",41.9112,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"366","NCZ30",6.59,"Low Fat",0.026291649,"Household",121.7098,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"367","FDC44",15.6,"Low Fat",0.173299972,"Fruits and Vegetables",113.3518,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"368","FDB45",20.85,"Low Fat",0.021325759,"Fruits and Vegetables",104.6306,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"369","FDY04",17.7,"Regular",0.042441097,"Frozen Foods",163.221,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"370","FDM27",12.35,"reg",0,"Meat",158.8946,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"371","FDZ43",11,"Regular",0.057381292,"Fruits and Vegetables",241.2512,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"372","FDT39",4.6324653650674,"Regular",0.017277445,"Meat",150.7366,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"373","NCC06",16.371960711431,"LF",0.047249645,"Household",126.7336,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"374","FDL15",12.6106398825072,"Low Fat",0.046408928,"Meat",153.5682,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"375","FDL57",15.1,"Regular",0.067456225,"Snack Foods",257.5304,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
